#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Apr 22 08:12:39 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1- ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
1,Mon Apr 22 08:13:51 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
2,Mon Apr 22 08:28:57 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
3,Mon Apr 22 08:36:43 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
4,Mon Apr 22 13:53:31 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
5,Mon Apr 22 14:01:52 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
6,Mon Apr 22 14:07:21 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
7,Mon Apr 22 14:07:35 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
8,Mon Apr 22 14:09:16 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
9,Mon Apr 22 14:11:34 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
10,Mon Apr 22 14:16:20 EDT 2019,94,94,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest0+ DelEdgeTest1+ DelEdgeTest2+ DelNodeTest0+ DelNodeTest1+ DelNodeTest2+ NumEdgeTest0+ NumEdgeTest1+ NumNodeTest0+ NumNodeTest1+ , ,EfficiencyTest1 , ,
11,Mon Apr 22 14:30:40 EDT 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
12,Mon Apr 22 14:31:11 EDT 2019,0,-257,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
13,Mon Apr 22 14:31:20 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
14,Mon Apr 22 18:35:49 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
15,Mon Apr 22 18:38:50 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
16,Mon Apr 22 18:39:04 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
17,Mon Apr 22 18:49:21 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
18,Mon Apr 22 19:00:08 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
19,Mon Apr 22 22:31:53 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
20,Mon Apr 22 22:32:38 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
21,Mon Apr 22 22:45:45 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
22,Mon Apr 22 22:47:46 EDT 2019,85,85,Assignment5Suite,ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest3+ ShortestPathTest4+ ShortestPathTest5+ , ,EfficiencyTest1 , ,
23,Mon Apr 22 23:00:46 EDT 2019,94,63,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest0+ DelEdgeTest1+ DelEdgeTest2+ DelNodeTest0+ DelNodeTest1+ DelNodeTest2+ NumEdgeTest0+ NumEdgeTest1+ NumNodeTest0+ NumNodeTest1+ , ,EfficiencyTest1 , ,
24,Sun Apr 28 19:55:21 EDT 2019,85,-172,Assignment5Suite,ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest3+ ShortestPathTest4+ ShortestPathTest5+ , ,EfficiencyTest1 , ,
25,Tue Jan 21 23:40:05 EST 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
26,Mon May 25 13:21:12 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
27,Mon May 25 13:21:42 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
28,Mon May 25 13:21:47 EDT 2020,85,0,ShortestPathTestSuite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
29,Mon May 25 15:20:01 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
30,Mon May 25 15:50:35 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
31,Mon May 25 15:59:35 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
32,Mon May 25 15:59:42 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
33,Mon May 25 15:59:50 EDT 2020,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
